業種,企業コード,市場,企業名,URL,概要
その他製品,7846,東証1部,(株)パイロットコーポレーション,http://www.pilot.co.jp/,筆記具首位。ボールペン主力で、文具や万年筆も展開。北米や欧州の売上比率高い。直販強い
その他製品,7847,JQS,(株)グラファイトデザイン,http://www.gd-inc.co.jp/,高級、中級のカーボンファイバー製ゴルフクラブシャフト製造販売が柱。国内と中国で製造
情報・通信,7849,JQS,スターツ出版(株),http://www.ozmall.co.jp/company/,不動産のスターツ子会社。女性向け有料情報誌「オズマガジン」等発行、サイト「オズモール」運営
その他製品,7850,JQS,総合商研(株),http://www.shouken.co.jp/,折り込み広告の企画制作が主力。年賀状印刷上位。第２四半期の比重大。北海道から本州進出
その他製品,7851,大証2部,カワセコンピュータサプライ(株),http://www.kc-s.co.jp/,商業印刷のほか、請求書等の印字、発送まで手掛ける情報処理事業も。金融関連の取引に強み
その他製品,7853,マザーズ,(株)ＹＡＭＡＴＯ,http://www.yamato-one.jp/,銀イオンの除菌・消臭ペレットを書店やペットショップ等のルートで販売。経営再建策を模索中
その他製品,7855,JQG,カーディナル(株),http://www.cardinal.co.jp/,会員証などカードの専業メーカー。各種素材での少量多品種の生産体制。ＩＣタグ関連強化
その他製品,7856,東証2部,萩原工業(株),http://www.hagihara.co.jp/,樹脂繊維製品のほか、機械部門も持ち原糸からの一貫生産に強み。インドネシア、中国でも生産
その他製品,7857,JQS,セキ(株),http://www.seki.co.jp/,四国を中心に印刷業で全国展開。首都圏の受注開拓に重点。紙卸を兼営。地域密着の出版等も
化学,7858,JQS,小野産業(株),http://www.onosg.co.jp/,家電、情報通信、自動車の樹脂製品主力。独自の高速ヒートサイクル成形（ＲＨＣＭ）技術に強み
その他製品,7859,東証2部,(株)アルメディオ,http://www.almedio.co.jp/,ＣＤ、ＤＶＤ等の規格テスト（世界首位）と作品プレス。構造的減少に耐火材（中国）など多角化へ
情報・通信,7860,東証1部,エイベックス・グループＨＤ(株),http://www.avex.co.jp/,ダンス系音楽で急成長。非ＣＤ分野を強化。ドコモ・ソフトバンクのスマホ向け映像配信を展開
その他製品,7861,JQS,東京リスマチック(株),http://www.lithmatic.co.jp/,ＤＴＰサービス大手。都心に重点。顧客は出版社やデザイン事務所に加え一般法人企業が増加
その他製品,7862,東証1部,トッパン・フォームズ(株),http://www.toppan-f.co.jp/,凸版印刷系。ビジネスフォーム（ＢＦ）、データプリントサービス（ＤＰＳ）首位、ＩＣタグに力
その他製品,7863,JQS,(株)平賀,http://www.pp-hiraga.co.jp/,新聞折り込みチラシ主体の独立系総合印刷中堅。デザインから一貫生産。写真集の出版も
その他製品,7864,東証1部,(株)フジシールインターナショナル,http://www.fujiseal.co.jp/,熱収縮性ラベル開発で先鞭。市場シェア５割強で専業トップ。ソフトパウチなど新製品も拡大
その他製品,7865,JQS,ピープル(株),http://www.people-kk.co.jp/,乳幼児向け知育玩具の企画開発。高付加価値品主体。海外に生産外部委託。バンダイナムコ系列
その他製品,7867,東証1部,(株)タカラトミー,http://www.takaratomy.co.jp/,玩具大手。０６年タカラを吸収合併。「トミカ」等定番品多い。１１年買収の米玩具大手立て直し途上
その他製品,7868,東証1部,(株)廣済堂,http://www.kosaido.co.jp/,印刷主体だが出版を併営。求人、人材紹介事業も展開。グループでゴルフ場、斎場を多角経営
その他製品,7869,JQS,日本フォームサービス(株),http://www.forvice.co.jp/,回線交換機・通信機器収納の金属ラックメーカー。情報セキュリティ関連製品強化。介護事業も
その他製品,7870,名証2部,福島印刷(株),http://www.fuku.co.jp/,ビジネスフォーム（ＢＦ）中心の中堅。事務通信・販促通知ＤＭなどデータプリント関連を強化
化学,7871,大証2部,フクビ化学工業(株),http://www.fukuvi.co.jp/,断熱材など建築資材中心の合成樹脂製品製造加工大手。日米やタイに生産拠点。産業用資材も
その他製品,7872,JQS,Ａｓ?ｍｅエステール(株),http://www.as-estelle.co.jp/,宝飾品の生産から販売までの一貫体制を敷く。眼鏡チェーンも展開。ベトナムに製造工場
その他製品,7873,東証1部,(株)アーク,http://www.arrk.co.jp/,試作品製作大手。設計、試作から金型供給を国内外展開。地域経済活性化支援機構の下、再建中
化学,7874,東証1部,レック(株),http://www.lecinc.co.jp/,旧スルガ。１００円ショップ向けアイデア小物、ブランド力強い子会社レックを０９年に吸収合併
その他製品,7875,名証2部,竹田印刷(株),http://www.takeda-prn.co.jp/,中部地盤の中堅。高精度商業印刷が得意。印刷機材販売も。半導体パッケージ用マスクを製造
化学,7877,JQS,永大化工(株),http://www.eidaikako.co.jp/,自動車フロアマットが主力。エアコンダクト、オフィス家具、住宅用部材など産業資材も扱う
その他製品,7878,JQS,(株)光彩工芸,http://www.kosaikogei.co.jp/,総合宝飾品メーカー。ジュエリーパーツが高シェア。ジュエリーはＯＥＭ主体だが開発提案も
その他製品,7879,東証2部,(株)ノダ,http://www.noda-co.jp/,木質系住宅建材メーカー。繊維板にも強み。健康配慮内装材拡充。子会社で合板。全国に販売網
その他製品,7883,JQS,サンメッセ(株),http://www.sunmesse.co.jp/,総合印刷の中堅。デザインから製版印刷、製本までの一貫体制。中部地盤から首都圏に進出
その他製品,7885,東証1部,タカノ(株),http://www.takano-net.co.jp/,事務用いすのＯＥＭ供給、液晶製造装置用の検査機器が２大柱。産業機器向け駆動部品等も展開
化学,7886,JQS,ヤマト・インダストリー(株),http://www.yamato-in.co.jp/,プラスチック部品製造の中堅。ＯＡ機器や家電、自動車など用途多い。かご台車等の物流機材も
その他製品,7887,大証2部,南海プライウッド(株),http://www.nankaiplywood.co.jp/,和室天井材トップ。収納材、床材など住宅内装材の総合メーカー。インドネシア、中国に子会社
化学,7888,JQS,三光合成(株),http://www.sankogosei.co.jp/,工業用樹脂部品大手。自動車向け主体だが携帯、ＯＡ機器にも注力。生産拠点をアジアに展開
その他製品,7889,JQS,(株)桑山,http://www.kuwayama.co.jp/,総合ジュエリーメーカー。国内とタイ、中国に自社工場を持つことが強み。オーナー色強い
化学,7891,JQS,日本ユピカ(株),http://www.u-pica.co.jp/,不飽和ポリエステル樹脂で有力、高機能性樹脂拡充。三菱ガス化と東洋紡の合弁。中国に工場
その他製品,7893,東証1部,(株)プロネクサス,http://www.pronexus.co.jp/home/,上場企業のディスクロージャー、ＩＲ支援大手。電子開示用システムに強み。利益は上期偏重
化学,7894,福証,丸東産業(株),http://www.marutosangyo.co.jp/,食品包装材料中堅。フィルム製造・ラミネート等の一貫体制。包装用機械も手掛け、中国展開も
化学,7895,JQS,中央化学(株),http://www.chuo-kagaku.co.jp/,樹脂製食品容器の最先発。中国展開も。新素材で高機能品育成。ＴＯＢで三菱商事の子会社に
その他製品,7896,東証2部,セブン工業(株),http://www.seven-gr.co.jp/,集成材技術に強み。ゴムの木を用いた戸建て用階段で高シェア。木構造材にも注力。住友商事系
その他製品,7897,東証1部,ホクシン(株),http://www.HOKUSHINMDF.co.jp/,ＭＤＦ（中質繊維板）専業首位、建材用多い。自社生産の高機能材の比重大、普及品は輸入依存
その他製品,7898,東証1部,(株)ウッドワン,http://www.woodone.co.jp/,ニュージーランドで大規模造林、アジアで建材加工の大手建材メーカー。住宅設備機器も併有
化学,7899,JQS,ＭＩＣＳ化学(株),http://www.c-mics.com/,多層チューブフィルム専業。ナイロン系首位。多品種少量の受注生産に特色。非食品分野拡大
その他製品,7901,JQS,(株)マツモト,http://www.matsumoto-inc.co.jp/,学校の卒業・記念アルバム大手。カタログなど一般商業印刷のネット受注デマンド印刷に注力
その他製品,7902,JQS,(株)ソノコム,http://www.sonocom.co.jp/,電子向けスクリーン印刷用版の専業最大手。業界大手の大日本、凸版とはすみ分け。無借金
卸売業,7903,名証2部,名古屋木材(株),http://www.meimoku.co.jp/,木質系の建築資材を主に地元木材店ルートで取り扱う。直販も。不動産は分譲、賃貸など手広い
卸売業,7904,名証2部,天龍木材(株),http://www.tenryu.co.jp/,北米産針葉樹等の外材輸入の比重大。木材・加工合板等建材も展開。プレカット加工材に定評
その他製品,7905,東証1部,大建工業(株),http://www.daiken.jp/,住宅資材の総合大手。廃材使ったエコ素材など内装材、床材展開。Ｍ＆Ａ、海外展開にも積極的
その他製品,7906,東証2部,ヨネックス(株),http://www.yonex.co.jp/,圧倒的シェアのバドミントンとテニス、ゴルフが３本柱の用品メーカー。プロ選手らと契約促進
その他製品,7907,名証2部,大日本木材防腐(株),http://www.d-m-b.co.jp/,建築用材の大手。薬品処理で独自技術を持つ。名古屋市内に大型賃貸倉庫を所有。通称ＤＭＢ
化学,7908,東証1部,ＫＩＭＯＴＯ,http://www.kimoto.co.jp/,液晶、デジタル家電向け機能性フィルム、各種出力メディア最大手。地理情報関連事業も併営
その他製品,7911,東証1部,凸版印刷(株),http://www.toppan.co.jp/,印刷業界の２強。印刷技術を基盤にエレクトロ関連等に展開。海外市場開拓、電子書籍にも注力
その他製品,7912,東証1部,大日本印刷(株),http://www.dnp.co.jp/index_j.html,印刷業界２強。印刷技術を応用したエレキ事業で液晶フィルター世界的。電子書籍事業にも注力
その他製品,7913,東証1部,図書印刷(株),http://www.tosho.co.jp/,凸版傘下の中堅。書籍・雑誌等の出版印刷中心。子会社に教科書販売の学校図書、利益下期偏重
その他製品,7914,東証1部,共同印刷(株),http://www.kyodoprinting.co.jp/,総合印刷３位。柱は出版・商業印刷やＤＰＳ（データプリントサービス）。生活・産業資材にも力
その他製品,7915,東証1部,日本写真印刷(株),http://www.nissha.co.jp/,一般印刷から電子関連など特殊印刷へ展開。転写箔など表面加飾技術、タッチパネル分野に強み
その他製品,7916,東証1部,光村印刷(株),http://www.mitsumura.co.jp/,中堅の印刷会社。商業印刷やビジネスフォーム、新聞受託が軸。タッチパネル事業を強化中
化学,7917,東証1部,藤森工業(株),http://www.zacros.co.jp/,樹脂包装材大手。医薬、食品向けから、電子材料等へ展開。偏光板用保護フィルムは世界首位
小売業,7918,JQS,(株)ヴィア・ホールディングス,http://www.via-hd.co.jp/,印刷から撤退、外食に集中。焼き鳥居酒屋、お好み焼き屋など傘下。首都圏地盤。Ｍ＆Ａ積極的
その他製品,7919,東証2部,野崎印刷紙業(株),http://www.nozakiinsatu.co.jp/,タグ、ラベル高シェア、美術印刷の技術力に強み。情報機器関連も展開。環境対応製品を強化
その他製品,7920,東証2部,三浦印刷(株),http://www.miura.com/,中堅印刷会社。商業印刷、事務用印刷が柱。ＰＯＰ、ノベルティ等新領域に注力。駐車場兼営
その他製品,7921,東証1部,宝印刷(株),http://www.takara-print.co.jp/,上場企業のディスクロージャー事業大手。上場準備から継続開示までカバー。ＩＲ支援も拡大
その他製品,7922,JQS,三光産業(株),http://www.sankosangyo.co.jp/,接着剤付きラベル、ステッカー等特殊印刷品製造。携帯電話の付属成形品強化。全国に製造拠点
その他製品,7923,JQS,トーイン(株),http://www.toin.co.jp/,紙器・樹脂パッケージ製造大手。樹脂包材で国内首位級。電子向け軸の塗工フィルムに重点注力
化学,7925,東証1部,前澤化成工業(株),http://www.maezawa-k.co.jp/,塩ビ製の上・下水道製品が主力。雨水マスを第３の柱に育成、環境機器関連にも注力。好財務
化学,7927,JQS,ムトー精工(株),http://www.muto.co.jp/,ＡＶ、自動車関連機器部品の金型、プラスチック成形が主力。６割強をベトナム、中国で生産
化学,7928,JQS,旭化学工業(株),http://www.asahikagakukogyo.co.jp/,工業用樹脂の成形・加工中堅。電動工具向けや自動車部品の比重大。中国で電動工具関連を生産
化学,7931,名証2部,未来工業(株),http://www.mirai.co.jp/,電設資材メーカー。劇団がルーツ。製品数は約２万点、独自製品多く高利益率。残業ゼロ経営
その他製品,7932,JQS,(株)ニッピ,http://www.nippi-inc.co.jp/,伝統皮革は分離。ゼラチン、コラーゲン、化粧品等に展開。旧大倉財閥グループ。本社再開発へ
その他製品,7936,東証1部,(株)アシックス,http://www.asics.co.jp/,スポーツシューズ強い。ウエアを強化中。「アシックス」「オニツカタイガー」ブランドが柱
その他製品,7937,東証1部,(株)ツツミ,http://www.tsutsumi.co.jp/,宝飾品、貴金属小売り大手。企画、生産、販売の一貫体制。東京中心に関東、関西、東北へ展開
その他製品,7938,JQS,(株)リーガルコーポレーション,http://www.regal.co.jp/,紳士靴、婦人靴の製造。卸と直営等による小売りを展開。中高級品主体。国内生産比率は約９割
その他製品,7939,JQS,(株)研創,http://www.kensoh.co.jp/,企業向けサイン、ビル用ネーム板等金属銘板の企画・製造で国内トップ。広島を本拠に全国展開
化学,7942,東証1部,(株)ＪＳＰ,http://www.co-jsp.co.jp/,樹脂発泡製品専業大手の一角。車載部材は４割が北米向け。液晶等包装材も。三菱ガス化学系
ガラス・土石製品,7943,東証1部,ニチハ(株),http://www.nichiha.co.jp/,窯業系外壁材で最大手。高級感のある洋風外壁が特徴。住宅向け以外にも注力。米国で現地生産
その他製品,7944,大証1部,ローランド(株),http://www.roland.co.jp/,電子ドラム、ピアノなど電子楽器専業。欧米でも高占有。上場子会社ＤＧで業務用プリンタも
その他製品,7945,名証2部,コマニー(株),http://www.comany.co.jp/,国内間仕切りで首位級。シェア拡大意欲が旺盛で強力な営業部隊持つ。中国に拠点、市場開拓
その他製品,7946,大証2部,(株)光陽社,http://www.koyosha-inc.co.jp/,オフセット印刷用写真製版の大手。ＤＴＰ製版・印刷の一体受注促進。高品位テコに印刷強化
化学,7947,大証1部,(株)エフピコ,http://www.fpco.co.jp/,食品トレー、弁当・総菜容器の最大手。新素材開発など技術力高い。リサイクルにも積極的
その他製品,7949,東証1部,小松ウオール工業(株),http://www.komatsuwall.co.jp/,間仕切りで国内首位争う。海外展開せず、国内市場重点姿勢。首都圏、東海、東北等で営業強化
化学,7950,名証2部,日本デコラックス(株),http://www.decoluxe.jp/,建材・家具のメラミン化粧板の大手。建設用ケミカルアンカーはトップシェア。ＩＴ用樹脂板も
その他製品,7951,東証1部,ヤマハ(株),http://www.yamaha.co.jp/,ピアノやギター、管楽器など楽器総合。電子ピアノ世界首位。半導体やＡＶ機器も手掛ける
その他製品,7952,東証1部,(株)河合楽器製作所,http://www.kawai.co.jp/,ピアノで世界２位。直販が主体。音楽教室事業、素材加工との３本柱。中国など新興国を強化
その他製品,7953,名証2部,菊水化学工業(株),http://www.kikusui-chem.co.jp/,建築下地材メーカーを子会社化し仕上げ材まで一貫体制。改修改装工事が２本目の柱で好採算
その他製品,7955,東証1部,クリナップ(株),http://cleanup.jp/,システムキッチン３位。好採算の市販ルートで存在感。生産はいわき市一極集中改め東西分散へ
その他製品,7956,東証1部,ピジョン(株),http://www.pigeon.co.jp/,ほ乳瓶発祥の育児用品トップ。小物に強い。介護用品に展開、託児所運営も。海外は中国に傾斜
その他製品,7957,大証2部,フジコピアン(株),http://www.fujicopian.com/,インクリボン、インクロール等印字記録媒体トップ。ＯＥＭで販売。機能性フィルムに注力
化学,7958,東証1部,天馬(株),http://www.tenmacorp.co.jp/,樹脂成形中堅。「Ｆｉｔｓ」ブランドなど家庭用品、プリンタや自動車向け工業品も。現預金潤沢
その他製品,7959,名証2部,(株)オリバー,http://www.oliverinc.co.jp/,業務用主体の家具・インテリア大手。企画から納入・施工まで総合展開。岡崎でＣＡＴＶ事業も
その他製品,7961,東証1部,兼松日産農林(株),http://www.knn.co.jp/,木材加工と地盤改良（ジオテック）に特化。防腐・防蟻技術強い。防犯カメラを輸入販売。兼松傘下
その他製品,7962,東証1部,(株)キングジム,http://www.kingjim.co.jp/,事務ファイル首位。厚型ファイルで圧倒的。ラベル作成機「テプラ」ほか、電子文具、雑貨も展開
その他製品,7963,JQS,興研(株),http://www.koken-ltd.co.jp/,防塵・防毒マスク２大メーカーの一つ。防衛省向け独占供給。医療・精密機器分野へ多角化
電気機器,7965,大証2部,象印マホービン(株),http://www.zojirushi.co.jp/,調理用家電・リビング用品の専業大手。海外生産比率が５割超。台湾などアジアと北米に強い
その他製品,7966,東証1部,リンテック(株),http://www.lintec.co.jp/,粘接着素材で最大級。半導体、液晶はじめ光学関連向けに特色。光学関連は住友化学向け多い
その他製品,7968,東証1部,(株)ＴＡＳＡＫＩ,http://www.tasaki.co.jp/,真珠トップ。養殖から小売り一貫。ファンド主導で店舗再編、ブランド改革など経営再建中
化学,7970,東証1部,信越ポリマー(株),http://www.shinpoly.co.jp/,信越化学系。携帯電話キーパッド（ボタン）など電子部材、半導体ウエハ容器が主力。塩ビ建材も
化学,7971,東証1部,東リ(株),http://www.toli.co.jp/,内装材のトップメーカー。塩ビ床材、カーペット、カーテン、壁紙などインテリア総合展開
その他製品,7972,東証1部,(株)イトーキ,http://www.itoki.jp/,オフィス家具大手。製販一貫体制。収益上期型。間仕切り等建材育成中。１５年度創業１２５周年
その他製品,7974,大証1部,任天堂(株),http://www.nintendo.co.jp/,ゲーム機ハード、ソフトで総合首位。海外シェア高い。ドル建て資産多く期末為替で経常益変動
その他製品,7975,大証2部,(株)リヒトラブ,http://www.lihit-lab.com/,事務用品中堅。主力のファイル類に加え、バインダー、クリアブック、収納整理用品を製造販売
その他製品,7976,東証1部,三菱鉛筆(株),http://www.mpuni.co.jp/,筆記具の代表メーカー。ｕｎｉブランドで著名。ボールペン主力だがＯＡ関連や化粧品ＯＥＭも
精密機器,7979,東証1部,(株)松風,http://www.shofu.co.jp/,歯科用材料・器具大手。人工歯に強く研削材で高シェア。欧米など海外積極展開、ネイル事業も
その他製品,7980,JQS,(株)重松製作所,http://www.sts-japan.com/,産業用防毒マスクのシェア高い。官公庁向けも実績。米国３Ｍと提携、防毒マスクをＯＥＭ供給
その他製品,7981,東証1部,タカラスタンダード(株),http://www.takara-standard.co.jp/,システムキッチン２位。洗面、バスへ展開。ホーロー技術に特徴。住宅業者等への直需販路強い
その他製品,7983,大証2部,(株)ミロク,http://www.miroku-jp.com/,猟銃国内首位で米国ブローニング社にＯＥＭ供給。工作機械や高級車用ハンドル等へ多角化
その他製品,7984,東証1部,コクヨ(株),http://www.kokuyo.co.jp/,事務用品最大手。紙製品で高占有。オフィス家具、店舗什器も有力。業績は文具商戦の春偏重
金属製品,7985,東証2部,ネポン(株),http://www.nepon.co.jp/,施設園芸用温風暖房機など熱機器が主力。簡易水洗トイレ等の衛生機器も展開。収益下期集中型
その他製品,7986,JQS,キング工業(株),http://www.king-ind.co.jp/,耐火金庫、歯科機器中堅。家具はコクヨＯＥＭ主体。金属加工等の広沢グループ傘下。無借金
その他製品,7987,東証1部,ナカバヤシ(株),http://www.nakabayashi.co.jp/,アルバム、図書館製本の最大手。商業印刷、文房具、シュレッダーの販売も。業績は下期偏重
化学,7988,東証1部,(株)ニフコ,http://www.nifco.co.jp/,自動車用ファスナー（留め具）主力。高級ベッド「シモンズ」、英字紙「ジャパンタイムズ」も
金属製品,7989,東証2部,立川ブラインド工業(株),http://www.blind.co.jp/,ブラインドと間仕切りのトップメーカー。子会社で減速機、駐車場事業展開。東リと株持ち合い
その他製品,7990,東証1部,グローブライド(株),http://www.daiwaseiko.co.jp/,釣り関連で世界トップ。ゴルフ、テニスなど総合志向。佐藤可士和氏に委嘱しブランド再構築中
機械,7991,東証2部,マミヤ・オーピー(株),http://www.mamiya-op.co.jp/,パチンコ周辺機器が稼ぎ頭。国内のゴルフシャフト事業は売却。紙幣搬送システムに進出
その他製品,7992,東証2部,セーラー万年筆(株),http://www.sailor.co.jp/,筆記具の名門。文房具とロボット機器（射出成形取出機）の２本柱。デジタル文具も育成中
その他製品,7994,東証1部,(株)岡村製作所,http://www.okamura.co.jp/,オフィス家具首位級、コクヨと双璧。小売店舗用什器も展開。商品開発力に強み。アジア注力
化学,7995,東証1部,日本バルカー工業(株),http://www.valqua.co.jp/,プラント、建機向け工業用シール首位。ゴム・ファイバー製など総合化。フッ素樹脂製強化
その他製品,7997,大証2部,(株)くろがね工作所,http://www.kurogane-kks.co.jp/,オフィス家具中堅。ＯＡ周辺機器や医療・高齢者施設向け設備に注力。環境・健康対応を推進
電気機器,7999,東証1部,ＭＵＴＯＨホールディングス(株),http://www.mutoh-hd.co.jp/,業務用大判プリンタの最大手。ＣＡＤソフトを核にしたＳＩ事業を強化中。不動産賃貸併営
卸売業,8001,東証1部,伊藤忠商事(株),http://www.itochu.co.jp/,総合商社大手。非財閥系の雄。衣料や中国ビジネス強い。傘下にファミリーマート等の有力企業
卸売業,8002,東証1部,丸紅(株),http://www.marubeni.co.jp/,芙蓉グループの総合商社。業界５位。紙パルプ、穀物取扱高で首位。プラントや電力等でも強み
小売業,8005,東証1部,(株)スクロール,http://www.scroll-shop.com/,カタログ通販準大手。旧ムトウ。生協向けが約６割。衣料中心。家具インテリアや化粧品も展開
卸売業,8006,東証2部,ユアサ・フナショク(株),http://www.yuasa-funashoku.com/,食品卸中堅。千葉中心に関東が地盤。地域スーパーが主販売先。ビジネスホテル、不動産賃貸も
卸売業,8007,東証1部,高島(株),http://www.tak.co.jp/,重布から出発。建材、物流資材、電子部品、アパレルへ多角化。住宅用太陽光発電装置の先発組
卸売業,8008,東証1部,(株)Ｆ＆Ａアクアホールディングス,http://www.fa-aqua.co.jp/,宝飾「４℃」のエフ・ディ・シィ・プロダクツが中核、第２の柱へアパレルＳＰＡ事業を強化中
繊維製品,8011,東証1部,(株)三陽商会,http://www.sanyo-shokai.co.jp/,総合アパレル大手の一角で基幹ブランドはバーバリー。重衣料が得意。販売網は百貨店主体
卸売業,8012,東証1部,長瀬産業(株),http://www.nagase.co.jp/,染料・合成樹脂等の化学品専門商社首位。医薬中間体等も展開。倒産したバイオの林原を買収
繊維製品,8013,東証1部,(株)ナイガイ,http://www.naigai.co.jp/,靴下の老舗。ストッキング、靴下関連を中核に再成長図る。百貨店中心からＳＣ等へ販路多角化
卸売業,8014,東証1部,蝶理(株),http://www.chori.co.jp/,繊維商社の老舗、東レ子会社。化学品事業を加え事業拡大。中国では化学品や機械など事業展開
卸売業,8015,東証1部,豊田通商(株),http://www.toyota-tsusho.com/,トヨタグループの商社、０６年トーメン合併。原料調達や物流などでトヨタ支援、非自動車強化中
繊維製品,8016,東証1部,(株)オンワードホールディングス,http://www.onward-hd.co.jp/,アパレルメーカー最大手。「２３区」「組曲」等百貨店向け中心。買収ブランド軸に世界展開に意欲的
卸売業,8018,東証1部,三共生興(株),http://www.sankyoseiko.co.jp/,繊維商社の老舗。高級カジュアル衣料も。「ＤＡＫＳ」など欧米高級ブランドライセンスを保有
卸売業,8020,東証1部,兼松(株),http://www.kanematsu.co.jp/,総合商社から電子・ＩＴ、食糧等の分野に経営資源集中。三菱東京ＵＦＪ銀の支援下で再建軌道
その他製品,8022,東証1部,ミズノ(株),http://www.mizuno.co.jp/,スポーツ用品専業大手。オーナー系。シューズ成長。競泳、ゴルフ、野球も強い。海外事業拡大中
卸売業,8023,東証2部,大興電子通信(株),http://www.daikodenshi.jp/,富士通特約店で売り上げ３位。通信機器、情報システムが２本柱。クラウドビジネス拡大に注力
卸売業,8025,東証1部,(株)ツカモトコーポレーション,http://www.tsukamoto.co.jp/,和洋装の総合繊維商社。０８年４月和装の市田子会社化。都内に高収益不動産保有、健康器具も
小売業,8028,東証1部,(株)ファミリーマート,http://www.family.co.jp/,伊藤忠系のコンビニで業界３位。ａｍ／ｐｍ買収で首都圏強化。アジアはじめ海外も積極展開
繊維製品,8029,東証1部,(株)ルック,http://www.look-inc.jp/,ドレス、スーツなど婦人アパレル中堅。百貨店向け主力だが直営店強化中。旧レナウンルック
卸売業,8030,東証2部,中央魚類(株),http://www.marunaka-net.co.jp/,水産荷受け３位。市場内取引多く、築地の取扱金額トップ。日水、極洋が大手荷主。マグロ主体
卸売業,8031,東証1部,三井物産(株),http://www.mitsui.com/jp/ja/,三菱商事と並ぶ総合商社の雄。鉄鉱石、原油の生産権益量は商社断トツ。インフラ等にも強み
卸売業,8032,東証1部,日本紙パルプ商事(株),http://www.kamipa.co.jp/,紙流通首位。製紙２強の製品取扱高多く強みに。米中など海外拡充。貸しビルや古紙回収兼営
電気機器,8035,東証1部,東京エレクトロン(株),http://www.tel.co.jp/,電子機器商社で発祥。半導体製造装置で世界３位、ＦＰＤ製造装置も大手。太陽電池向け参入
卸売業,8036,東証1部,(株)日立ハイテクノロジーズ,http://www.hitachi-hitec.com/,商社から出発、日立の計測器・半導体装置部門統合。医用分析装置など半導体分野以外を育成中
卸売業,8037,東証1部,カメイ(株),http://www.kamei.co.jp/,東北最大の石油・ＬＰガス卸。傘下にトヨタ販社、仙台コカ。多角化を志向、Ｍ＆Ａに積極的
卸売業,8038,東証1部,東都水産(株),http://www.tohsui.co.jp/,水産荷受け大手で冷蔵倉庫、貸しビル併営。独立系。地方卸売市場にも展開。北米で水産加工も
卸売業,8039,東証2部,築地魚市場(株),http://www.tsukiji-uoichiba.co.jp/,水産荷受け大手。塩干物に強み。冷凍事業、貸し冷蔵倉庫を併営。独立系。不動産賃貸業も展開
繊維製品,8040,東証2部,(株)東京ソワール,http://www.soir.co.jp/,婦人フォーマルウエア専業トップ。百貨店、スーパー向け９割。ブランド品、アクセサリー強化
卸売業,8041,大証1部,ＯＵＧホールディングス(株),http://www.oug.co.jp/,大阪中央卸売市場の水産物卸売り。和歌山や滋賀もカバーし国内最大規模。市場外取引も拡大中
卸売業,8043,東証1部,スターゼン(株),http://www.starzen.co.jp/,食肉卸首位で全国に販売網あり。外食向け加工肉も扱う。子会社にハム・ソーのローマイヤ
卸売業,8044,東証2部,大都魚類(株),http://www.daitogyorui.co.jp/,水産荷受け大手。マルハニチロ傘下。足立、大田合わせ都内３拠点、モンゴウイカ、タコなど強い
卸売業,8045,JQS,横浜丸魚(株),http://www.yokohama-maruuo.co.jp/,水産荷受け７位。横浜中央市場のほか、川崎にも拠点。神奈川で強い地盤。マルハ、極洋が荷主
卸売業,8046,東証2部,丸藤シートパイル(株),http://www.mrfj.co.jp/,建設仮設材の販売、賃貸で２位グループ。三井物産系。東日本が地盤。工事、鉄骨加工を拡充
精密機器,8050,東証1部,セイコーホールディングス(株),http://www.seiko.co.jp/,腕時計で国内首位級。ムーブメント世界的。電子部品、クロックも展開。創業の服部家が大株主
卸売業,8051,東証1部,(株)山善,http://www.yamazen.co.jp/,機械・工具、住宅設備・家庭用機器の専門商社で大手。展示即売会を全国展開。海外事業を強化中
卸売業,8052,東証1部,椿本興業(株),http://www.tsubaki.co.jp/,機械の中堅商社。椿本チエインと三菱重工の取り扱い大。液晶関連の搬送装置などＦＡ関連拡充
卸売業,8053,東証1部,住友商事(株),http://www.sumitomocorp.co.jp/,住友系の総合商社。鋼管・鋼材強い。ＣＡＴＶやテレビ通販等に独自性。資源は銀・亜鉛等も
情報・通信,8056,東証1部,日本ユニシス(株),http://www.unisys.co.jp/,ＳＩ大手。三井物産系から１２年に大日本印刷資本下に。金融、空運、流通など幅広い業種と取引
卸売業,8057,東証1部,(株)内田洋行,http://www.uchida.co.jp/,オフィス家具大手、ＩＣＴ得意。学校教材・システム首位、企業・自治体向けも。収益下期集中
卸売業,8058,東証1部,三菱商事(株),http://www.mitsubishicorp.com/,総合商社首位。三菱グループ中核。原料炭等の資源筆頭に機械、化学品、食品等の事業基盤厚い
卸売業,8059,東証1部,第一実業(株),http://www.djk.co.jp/,機械商社。石油掘削・精製装置から成形機、実装機まで広範囲。機械メンテ等有力子会社擁す
卸売業,8060,東証1部,キヤノンマーケティングジャパン(株),http://cweb.canon.jp/corporate/,複合機、カメラ、インクジェットプリンタ等、キヤノン製品の国内販売が主。ＩＴ事業も育成
卸売業,8061,東証1部,西華産業(株),http://www.seika.com/,三菱系機械商社。三菱重工と親密で発電プラント関連が主力商材。子会社で産業用バルブ事業
卸売業,8065,東証1部,佐藤商事(株),http://www.satoshoji.co.jp/,金属専門商社。トラック、建機向け多い。非鉄・電子材料に展開。圧力鍋等のテレビ通販も
